Tanggal,Jenis Produk,Jumlah Order,Harga,Total
23/10/23,Craft Laminasi ,1000.00,"Rp1.700,00","Rp1.700.000,00"
23/10/23,Dupleks 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
24/10/23,Foodpak Matte 245,1000.00,"Rp1.700,00","Rp1.700.000,00"
24/10/23,Dupleks 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
24/10/23,Craft Laminasi 8,1000.00,"Rp1.200,00","Rp1.200.000,00"
25/10/23,Unbleaching ,1000.00,"Rp400,00","Rp400.000,00"
25/10/23,Dupleks 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
25/10/23,Ivory 350,10000.00,"Rp900,00","Rp9.000.000,00"
25/10/23,Ivory 350,4000.00,"Rp900,00","Rp3.600.000,00"
25/10/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
26/10/23,Ivory 270,2000.00,"Rp1.800,00","Rp3.600.000,00"
26/10/23,Ivory 270,1000.00,"Rp2.100,00","Rp2.100.000,00"
27/10/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
28/10/23,Craft Laminasi 290 ,1500.00,"Rp800,00","Rp1.200.000,00"
28/10/23,Craft Laminasi 290 ,1000.00,"Rp875,00","Rp875.000,00"
28/10/23,Craft Laminasi 290 ,1000.00,"Rp850,00","Rp850.000,00"
28/10/23,Dupleks 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
29/10/23,Ivory 230,3500.00,"Rp800,00","Rp2.800.000,00"
29/10/23,Dupleks 270 ,2000.00,"Rp1.400,00","Rp2.800.000,00"
30/10/23,Dupleks 350 ,1000.00,"Rp3.000,00","Rp3.000.000,00"
30/10/23,Dupleks 350 ,3000.00,"Rp250,00","Rp750.000,00"
30/10/23,Foodpak Matte 245 ,4000.00,"Rp1.500,00","Rp6.000.000,00"
30/10/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
31/10/23,Foodpak Matte 245,2000.00,"Rp1.000,00","Rp2.000.000,00"
01/11/23,Bowl 650 ml CIS,5000.00,"Rp1.700,00","Rp8.500.000,00"
02/11/23,Dupleks 310 P,1000.00,"Rp2.250,00","Rp2.250.000,00"
02/11/23,Dupleks 350 P,1000.00,"Rp2.250,00","Rp2.250.000,00"
03/11/23,Foodpak Matte 245,1000.00,"Rp1.600,00","Rp1.600.000,00"
03/11/23,Foodpak Matte 245,1000.00,"Rp1.600,00","Rp1.600.000,00"
03/11/23,Dupleks 310  ,2000.00,"Rp1.600,00","Rp3.200.000,00"
03/11/23,Kinstruk 150 gsm ,500,"Rp500,00","Rp250.000,00"
03/11/23,Foodpak Matte 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
04/11/23,Dupleks 270 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
06/11/23,Dupleks 270 ,4000.00,"Rp1.400,00","Rp5.600.000,00"
06/11/23,Grease Proof ,3500.00,"Rp250,00","Rp875.000,00"
07/11/23,Dupleks 310 Eplex,2000.00,"Rp1.800,00","Rp3.600.000,00"
07/11/23,Ivory 270,1000.00,"Rp2.500,00","Rp2.500.000,00"
07/11/23,Ivory 270,1000.00,"Rp2.100,00","Rp2.100.000,00"
07/11/23,Ivory 270,1000.00,"Rp2.100,00","Rp2.100.000,00"
07/11/23,Ivory 270,1000.00,"Rp2.100,00","Rp2.100.000,00"
07/11/23,Ivory 250,1000.00,"Rp1.500,00","Rp1.500.000,00"
07/11/23,Foodpak Matte 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
08/11/23,Ivory 230,3500.00,"Rp1.100,00","Rp3.850.000,00"
08/11/23,Foodpak 260 Glossy ,5000.00,"Rp1.450,00","Rp7.250.000,00"
09/11/23,Dupleks 350 ,2000.00,"Rp1.975,00","Rp3.950.000,00"
09/11/23,Craft Laminasi 290 ,2000.00,"Rp1.600,00","Rp3.200.000,00"
09/11/23,Dupleks 310 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
10/11/23,Ivory 230,1000.00,"Rp1.400,00","Rp1.400.000,00"
10/11/23,Ivory 230,1000.00,"Rp1.600,00","Rp1.600.000,00"
11/11/23,Dupleks 310,1000.00,"Rp1.900,00","Rp1.900.000,00"
11/11/23,Dupleks 310,1000.00,"Rp1.900,00","Rp1.900.000,00"
11/11/23,Dupleks 350 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
11/11/23,Dupleks 350,3500.00,"Rp2.000,00","Rp7.000.000,00"
11/11/23,Dupleks 350 ,3500.00,"Rp1.900,00","Rp6.650.000,00"
11/11/23,Dupleks 350 ,3000.00,"Rp1.600,00","Rp4.800.000,00"
12/11/23,Foodpak 260 Matte ,3000.00,"Rp1.200,00","Rp3.600.000,00"
13/11/23,Dupleks 350 ,2000.00,"Rp1.600,00","Rp3.200.000,00"
14/11/23,Foodpak Glossy ,500,"Rp2.650,00","Rp1.325.000,00"
14/11/23,Foodpak Glossy ,500,"Rp2.650,00","Rp1.325.000,00"
14/11/23,Foodpak Glossy ,500,"Rp2.650,00","Rp1.325.000,00"
14/11/23,Foodpak Glossy ,500,"Rp2.650,00","Rp1.325.000,00"
14/11/23,Dupleks 270 Laminating,1000.00,"Rp2.000,00","Rp2.000.000,00"
14/11/23,Ivory 230,1000.00,"Rp1.300,00","Rp1.300.000,00"
14/11/23,Ivory 230,1000.00,"Rp900,00","Rp900.000,00"
15/11/23,Craft Laminasi 290 ,2000.00,"Rp800,00","Rp1.600.000,00"
15/11/23,Craft Laminasi 290 ,1500.00,"Rp875,00","Rp1.312.500,00"
15/11/23,Food pak Matte ,1000.00,"Rp2.200,00","Rp2.200.000,00"
15/11/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
